id,state_code,tenure,contract_length,promotions_offered,remaining_term,last_nps_rating,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
14041,TN,101,9,No,1,1,area_code_408,no,no,1,159.9123336,87,29.40483784,261.9425234,115,22.34254337,230.2606464,115,10.49783008,9.033680009,3,2.583146331,1,yes
14042,NJ,76,11,No,9,10,area_code_415,no,no,2,242.412827,96,38.97265204,224.2733252,111,19.82297111,304.2501622,97,13.75271615,9.554754137,3,2.689361363,1,no
14043,PA,91,20,No,21,9,area_code_510,no,no,3,183.5515516,114,32.18423757,171.1981042,142,13.93638203,273.410113,139,11.60034446,6.728137252,3,1.683145949,1,no
14044,ME,102,12,No,5,8,area_code_415,no,no,0,219.894156,111,38.64117709,196.4867934,128,16.76019703,256.083136,83,11.50618168,12.65402052,10,3.41443488,2,no
14045,MS,145,22,Yes,1,6,area_code_510,no,no,2,202.5862504,123,35.42379613,145.1407434,73,12.86070761,102.2734052,152,4.608861491,8.732920377,1,2.322340841,2,no
14046,SC,90,14,No,21,9,area_code_415,no,no,2,163.0944337,124,29.64972617,205.4596936,110,17.25256822,143.176526,117,6.928604043,11.91954743,4,3.010243229,1,no
14047,MD,73,13,No,7,7,area_code_415,no,no,1,169.0427791,74,27.73671373,122.7864237,81,9.861380147,229.3364085,106,10.15789114,15.16683722,4,3.937288031,2,no
14048,MN,153,14,No,10,1,area_code_415,no,yes,28,165.1896241,74,29.38985802,162.7829787,140,14.62858896,208.7202705,123,9.336506376,11.66093928,3,3.042567527,1,no
14049,ID,99,8,Yes,1,5,area_code_510,no,yes,18,197.9310451,103,35.16607865,117.6433422,122,9.49392454,227.8285885,88,10.52863411,14.69283889,7,3.572088092,2,no
14050,IL,42,19,No,4,2,area_code_415,no,no,1,126.5890574,76,22.12827229,181.0500371,78,16.13413229,169.1450691,83,7.729908232,11.29594503,4,3.064477352,2,no
14051,ND,87,8,No,20,8,area_code_408,no,no,1,170.8758301,90,27.93299238,154.4601374,115,13.37896109,212.2186033,96,9.532119638,7.127602071,3,2.057930096,1,no
14052,DE,69,20,No,22,7,area_code_408,no,no,1,114.1893411,124,20.62409941,246.8654115,87,20.6467535,164.234019,84,7.132822192,11.64143333,5,3.129311824,3,no
14053,DC,128,8,No,4,1,area_code_510,no,yes,40,186.1045846,81,30.7865938,158.7619849,91,13.19285687,164.6929916,125,7.311471976,9.810276464,6,2.554238607,2,no
14054,NC,80,14,No,12,7,area_code_408,no,no,1,206.5794844,79,35.70131132,245.380531,119,20.40615723,223.9625881,130,10.15142488,14.99647548,3,3.869359354,1,no
14055,NV,178,15,No,6,3,area_code_510,no,no,0,125.4059421,93,23.20969797,216.0826149,62,18.80764002,173.082305,117,7.241488936,15.81819178,6,4.215804079,2,no
14056,MI,124,19,No,21,7,area_code_415,yes,yes,29,133.1931353,120,21.39505689,164.9773872,115,14.55428589,152.4493346,98,6.563461129,9.558801589,7,2.666753878,1,no
14057,OK,103,16,No,9,1,area_code_415,yes,no,2,167.3729726,103,29.42767515,264.4699204,122,21.44685099,137.728098,113,6.191333565,10.32539273,3,2.938707923,3,no
14058,AK,44,21,No,16,7,area_code_415,no,no,2,160.6850051,71,27.77963254,126.0631801,100,10.81537683,257.1911175,78,12.01008432,11.46280864,5,3.163651324,0,no
14059,KS,99,12,No,3,3,area_code_415,yes,no,1,272.6468882,123,45.88418388,276.2205265,109,24.36063393,238.777165,88,11.19049482,10.26340372,7,2.866918471,1,yes
14060,NH,96,19,No,13,2,area_code_415,no,no,1,206.7881555,90,34.02329656,225.0556099,91,19.47218576,244.4153116,100,11.2441014,11.8325527,3,3.233878435,2,no
14061,KY,78,20,No,7,8,area_code_415,no,yes,35,143.2729408,101,26.67170937,120.2587964,81,10.34503366,200.357489,56,9.256408089,10.64911009,10,2.935733177,3,no
14062,MD,169,24,No,5,2,area_code_415,no,no,0,123.8832842,121,22.51712649,193.444163,88,16.33831318,127.6546259,109,5.480373044,11.27931425,4,3.071454383,0,no
14063,FL,122,17,No,18,9,area_code_510,no,no,2,98.22668459,86,15.83369303,163.2765803,86,14.4740227,167.4545831,75,7.471057796,14.74579094,4,3.888310738,3,no
14064,OK,32,14,Yes,1,6,area_code_510,no,no,3,236.3117624,117,41.36367402,212.1656741,135,16.9716689,146.7408803,81,6.300512606,8.543555159,4,2.30215406,2,no
14065,AR,130,10,No,20,1,area_code_415,no,no,2,90.50399068,125,15.51245561,187.0154614,69,16.38698222,149.2646534,112,6.759994045,8.489005311,3,2.163424726,1,no
14066,VT,65,21,No,3,3,area_code_415,no,no,1,215.0022737,95,36.50238034,231.9180975,98,18.53588975,283.4623336,93,12.54372237,10.96455999,6,2.911905053,1,yes
14067,VA,104,20,No,24,8,area_code_408,no,no,2,162.2470109,121,28.60365042,202.2850837,124,17.06947404,254.1187776,110,10.97551323,13.50367108,3,3.242080218,0,no
14068,IL,71,12,No,19,4,area_code_415,no,no,1,111.985915,123,18.07614342,159.6243878,86,12.62306042,196.8487259,98,8.811641839,12.4520261,6,3.406283524,0,no
14069,VT,49,24,No,8,9,area_code_408,no,no,1,128.4024663,87,22.90844988,272.3870076,87,23.88268853,160.9753941,74,7.200901997,14.41661611,4,3.553838532,2,no
14070,IN,69,18,NO,2,2,area_code_510,no,no,1,255.8253429,125,43.9772591,263.348493,118,22.01451905,262.2624005,98,11.69856846,8.902964831,6,2.380478582,2,yes
14071,DC,175,21,No,8,4,area_code_415,no,yes,33,239.627786,75,39.46893001,216.8255137,81,19.66702461,214.7350083,115,9.69370969,7.167607471,4,1.905604459,1,no
14072,NY,142,17,No,20,10,area_code_415,no,no,1,175.2602295,90,29.40739446,161.2172215,85,12.46285137,264.0994849,104,11.77775072,11.51207812,11,2.973262128,2,no
14073,MO,104,24,No,4,8,area_code_415,no,no,1,117.9806942,90,19.99360286,180.2763227,99,15.65054445,227.1041926,72,10.51311949,6.838425656,5,1.757502645,0,no
14074,DE,115,18,No,13,8,area_code_415,no,yes,30,226.9654287,94,38.67965717,193.8107388,110,15.64031732,154.8933774,103,6.706091571,13.18669173,4,3.334539676,5,no
14075,NE,141,12,No,8,5,area_code_415,no,yes,24,130.208786,97,23.66781737,78.2087024,82,6.856241655,162.8536153,81,7.813579207,8.703668703,8,2.20673554,0,no
14076,UT,94,22,No,17,8,area_code_415,no,no,3,147.3938349,112,26.34539125,167.0178508,72,14.9620223,176.30862,119,7.99267556,9.311913222,3,2.564569478,0,no
14077,ND,63,20,No,12,2,area_code_408,no,yes,21,77.2840793,93,13.79256318,292.1570472,96,24.8607168,184.0663908,120,8.83192015,4.862057794,5,1.08469785,3,no
14078,ND,139,11,No,15,8,area_code_415,no,no,2,193.5793106,130,35.35165888,181.7695396,88,15.63828535,146.2685813,92,6.68244378,12.15695815,9,3.472247756,1,no
14079,NY,43,22,No,2,10,area_code_408,no,no,2,236.5665907,78,40.49239785,230.7601892,96,19.22158806,141.8260774,86,6.29778227,9.321285325,8,2.477462631,0,no
14080,MO,88,9,No,4,8,area_code_415,no,no,3,183.9081296,82,32.54534906,250.6552187,75,20.89807255,127.3455985,115,6.129288925,9.605876974,5,2.580762612,1,no
14081,PA,104,23,No,15,2,area_code_510,no,yes,25,165.5151761,90,28.35778046,116.6228135,111,9.486970815,160.2441246,104,7.690436871,8.019441981,1,2.28656316,3,no
14082,ME,44,15,No,4,6,area_code_408,no,no,2,156.0578665,107,26.00008692,200.7468718,113,18.2522647,192.2624328,88,8.050063326,9.101301114,5,2.591168173,2,no
14083,KS,153,23,No,23,3,area_code_510,no,no,2,226.575328,98,36.7757498,282.2325663,73,24.28114663,230.5909083,98,10.58831729,9.520294204,3,2.551904598,3,no
14084,AZ,105,10,No,12,8,area_code_408,no,no,1,154.2733764,93,26.5462314,140.6964969,149,11.53756542,202.1095249,99,9.037980276,10.63374158,11,2.96771598,0,no
14085,MT,65,14,Yes,1,6,area_code_510,no,yes,40,81.57395866,107,12.76828826,178.425804,98,12.31217604,191.3677505,83,8.178479981,12.09060581,7,3.303324239,1,no
14086,KY,107,22,No,18,6,area_code_415,no,no,1,187.9342841,140,29.91002718,272.7876529,116,23.07518058,217.9274867,120,10.23634055,13.64663836,4,3.394417543,1,no
14087,ID,88,23,No,10,9,area_code_415,no,yes,21,169.824357,120,27.45661726,259.4359182,135,21.52881421,165.0823007,106,7.367113166,12.84669711,5,3.295310114,1,no
14088,WY,104,8,No,5,10,area_code_415,no,no,1,125.7917065,104,20.92146294,200.8936802,112,17.23439206,182.5879733,98,8.152359258,10.00079011,6,2.7393348,2,no
14089,KS,121,14,No,18,9,area_code_415,no,no,2,179.4249396,91,31.50953277,239.04687,112,20.72720532,199.5184628,112,9.021599838,10.60478327,9,2.898058797,1,no
14090,PA,161,15,No,8,1,area_code_415,yes,no,1,187.2977652,119,30.07801189,266.8492935,79,21.58642673,212.8778218,90,9.685662587,8.15171564,5,2.284590247,0,no
14091,OK,126,23,No,15,8,area_code_510,no,yes,27,14.05646686,108,0.420358932,261.1748616,104,22.51947195,254.0615502,149,10.82960527,9.601645357,5,2.476145559,3,no
14092,LA,25,19,No,12,9,area_code_415,yes,no,2,230.5692006,129,40.77871591,183.0763327,131,16.24182797,170.5175968,149,7.439775746,10.58475616,3,2.846391356,1,no
14093,OR,132,18,No,12,8,area_code_408,no,yes,32,96.11949889,110,16.95410877,160.0584714,65,12.69924712,243.2447638,130,10.98220582,9.73032892,4,2.560752855,0,no
14094,MT,86,12,No,16,9,area_code_510,no,no,2,173.9505626,132,28.64368423,129.8670972,113,11.1405287,249.6013167,80,10.68767424,12.66986598,5,3.492617349,1,no
14095,MT,66,14,No,8,7,area_code_510,no,yes,39,70.4737732,101,14.19732401,169.5997609,101,13.35182912,191.5815218,80,8.040885492,12.60712986,6,3.380818164,1,no
14096,NC,68,21,No,10,4,area_code_415,no,no,0,196.5043193,104,34.28288268,170.8878976,83,14.99713371,257.1413112,107,12.32740077,6.922222755,4,1.785329662,0,no
14097,WY,137,24,No,24,7,area_code_408,no,no,1,113.0947842,68,18.12516558,256.3570746,101,21.69961669,224.2801337,80,10.24290753,12.44122772,2,3.485229392,1,no
14098,NH,21,12,No,10,1,area_code_408,no,no,2,183.5671047,92,30.06953083,268.5798979,59,21.51309189,200.8561262,123,8.9184027,14.3606743,8,4.031397824,2,no
14099,WY,66,19,No,12,6,area_code_415,no,yes,21,125.2111935,97,22.35866128,236.79574,89,20.22966517,202.0032341,94,9.591146212,10.7973152,5,2.881636662,1,no
14100,HI,94,15,No,9,10,area_code_408,no,no,2,199.2972527,103,35.44070463,205.2957137,95,17.4670928,215.0547979,116,9.623649395,10.70291593,10,2.744580368,3,no
14101,MT,177,15,No,20,9,area_code_510,no,yes,20,53.71411878,103,11.29481547,111.459071,68,10.46761304,217.8661906,128,10.55563567,13.85806683,5,3.513876192,1,no
14102,NC,207,21,No,3,9,area_code_415,no,yes,31,304.6102186,89,51.90282792,150.1239847,105,12.96044497,185.2350313,102,8.39833791,10.88664474,7,2.774881606,3,no
14103,NJ,97,8,No,10,2,area_code_415,no,no,2,148.4641338,120,26.12821317,223.5183299,105,18.63577254,187.8557356,80,8.141714948,7.511637294,3,2.004746829,3,no
14104,AZ,102,8,No,11,8,area_code_415,no,yes,33,137.5926913,111,22.7043686,199.3613598,85,17.67605489,174.7341571,85,7.135175272,8.432372568,5,2.414624337,1,no
14105,OR,62,20,NO,2,1,area_code_408,yes,no,1,54.76128184,73,11.05735031,247.7061084,88,20.58083097,198.8957932,93,8.957812107,13.75728967,5,3.664464796,1,yes
14106,MN,109,8,No,10,8,area_code_415,no,no,1,77.08782706,105,13.74623819,196.2270083,106,16.58074381,165.9738457,110,7.182902918,10.76310011,5,2.915392947,3,no
14107,SD,73,21,No,15,2,area_code_415,no,no,2,163.0420832,99,28.22160568,193.3010263,103,16.73686168,181.062799,95,8.00752933,10.6682572,3,2.714877085,2,no
14108,HI,26,17,No,13,7,area_code_415,no,no,2,139.7780099,99,21.49150773,120.2643966,115,10.66493497,134.3441714,102,5.759665689,13.23977812,8,3.710305945,2,no
14109,TN,146,16,No,19,6,area_code_408,no,no,2,72.56050144,99,11.99453997,257.3540548,102,22.13454477,201.4995216,118,9.679271751,10.41092467,4,2.71359696,2,no
14110,VA,77,13,No,20,6,area_code_415,no,no,1,136.8586311,107,20.97266354,286.5848775,64,23.77800116,297.115833,74,14.10716369,14.69310583,6,3.609495752,2,no
14111,AL,159,24,No,6,3,area_code_415,yes,no,0,189.4320207,123,32.42157607,165.7366883,93,15.04472365,172.9728135,108,7.512472794,10.43535676,3,2.968964168,2,yes
14112,MN,124,20,No,24,9,area_code_415,no,no,3,133.0854163,86,22.13507819,206.996835,96,18.30385578,261.1936438,124,12.05981311,5.844372453,4,1.575733874,2,no
14113,MT,136,12,No,20,9,area_code_510,no,no,1,215.9510114,83,38.09796143,219.1063021,138,18.54136179,87.47446231,83,3.887633708,5.744602732,8,1.545669307,0,no
14114,WV,186,18,No,7,8,area_code_415,no,no,1,193.2881584,115,30.21406472,115.8107152,82,9.223808201,180.05771,103,8.643725945,10.10150641,5,2.809284147,2,no
14115,OR,153,22,No,23,8,area_code_415,yes,no,2,179.1959246,90,31.5628886,144.6681922,78,12.78967567,254.8611055,90,11.03900791,5.250889146,5,1.574951647,0,no
14116,NY,121,22,No,23,3,area_code_415,no,no,0,128.9252056,115,23.49475201,190.4727411,116,15.90335579,160.5447771,98,7.221827282,7.430043837,10,1.9718569,2,no
14117,CT,42,14,No,15,6,area_code_510,no,no,1,88.39416398,115,15.27076526,238.4100064,72,21.23045786,139.2086835,67,7.065410541,10.95668726,3,2.959102364,0,no
14118,AR,86,23,No,5,6,area_code_415,no,no,1,58.43065785,74,9.317952885,190.7931812,104,15.97646091,228.3783132,98,10.55414339,8.299705409,6,2.341833237,0,no
14119,NE,119,23,No,4,9,area_code_415,no,no,0,166.2419529,106,28.77965211,150.3499397,89,13.74211771,277.5324762,107,13.06744271,17.01152324,4,4.846280971,2,no
14120,MS,66,10,No,7,1,area_code_510,no,no,1,209.4848351,110,35.80245909,153.3054528,110,12.7082207,203.7294135,95,8.929756212,12.24554705,4,3.316205477,3,no
14121,MO,90,10,No,11,7,area_code_415,no,no,1,180.9144645,77,30.64245097,238.2233265,72,20.80566052,132.0851229,116,6.089596414,9.152923304,5,2.564214818,1,no
14122,TN,121,22,No,4,10,area_code_415,no,no,2,129.8960822,91,22.81301063,237.0081155,89,20.81878083,223.9092735,120,9.807843977,12.00236742,2,3.375929701,3,no
14123,MD,84,20,No,8,10,area_code_510,no,yes,30,99.48864034,89,15.60150334,236.3835457,132,21.05122464,64.71631612,88,2.95400342,12.64818185,9,3.281584377,3,no
14124,AL,88,24,No,6,1,area_code_510,yes,no,2,124.5956618,113,23.56813115,163.3343861,71,14.82688997,211.8848019,157,9.328940697,11.91665359,4,3.104860673,3,no
14125,SD,125,16,No,11,3,area_code_415,no,yes,23,110.6795604,101,20.34285465,180.9722242,104,15.99614598,246.34787,105,10.88545078,12.65360559,8,3.351571981,3,no
14126,OK,136,17,No,12,9,area_code_510,no,no,1,146.6955035,84,24.91124264,257.6415744,109,22.41333238,181.7324508,109,8.554368816,9.623447621,5,2.534669592,2,no
14127,NY,59,10,No,17,10,area_code_415,no,no,0,234.8776064,95,39.82285193,173.041628,129,15.09434167,158.8631717,103,7.633442212,11.40460429,4,3.030918031,1,no
14128,WY,69,24,No,6,8,area_code_415,no,no,2,174.361984,126,28.13112608,149.9889311,129,13.47672832,274.6381375,108,12.23399015,11.12603794,6,3.174769395,0,no
14129,WV,106,20,No,1,7,area_code_415,no,no,1,182.1413307,100,30.56026576,230.4448923,104,19.78217122,142.2007704,112,6.223674873,7.474163267,9,2.073501621,3,no
14130,WV,192,13,No,7,7,area_code_415,no,no,2,193.0066183,113,32.0126844,110.3115177,82,9.172292158,178.5312982,99,8.411708982,10.59555495,4,2.827428667,2,no
14131,MD,138,9,No,22,2,area_code_415,no,no,1,104.8803747,78,15.22693704,225.2413473,104,19.13647937,182.5448164,134,8.076064123,10.18440408,5,2.812095071,1,no
14132,NY,79,21,No,16,6,area_code_510,no,no,2,146.7030974,95,24.42188868,211.6453582,108,16.81457543,115.0630378,60,4.540546843,5.492324754,4,1.356031402,5,no
14133,WI,86,20,No,2,7,area_code_415,no,no,1,144.75552,101,25.17552018,202.5746683,94,17.23157826,206.4010387,110,8.900572713,12.58379785,8,3.338665451,1,no
14134,ID,78,20,No,21,10,area_code_415,no,no,2,99.64140299,108,16.77240089,157.2769287,106,13.6514967,201.6254062,92,9.317304777,13.51970144,4,3.581268721,2,no
14135,IA,198,10,No,23,9,area_code_415,no,no,2,230.7246611,98,41.43996976,218.1751016,117,19.00287009,190.0014398,108,8.853645735,9.543450046,4,2.665676316,0,no
14136,NC,114,12,No,2,5,area_code_510,yes,no,2,262.8698954,68,44.08984439,252.644363,96,22.02309681,114.2037167,114,5.322952201,9.996075937,2,2.685064684,3,yes
14137,DC,100,10,No,22,7,area_code_415,no,no,1,167.4890202,77,27.32388813,157.3774351,114,12.22728177,154.8697693,99,6.834841601,9.525330771,1,2.458154021,2,no
14138,VT,125,11,No,10,7,area_code_415,no,no,1,213.4204512,85,36.1216955,296.9069545,77,25.35033175,183.8269767,107,8.530052408,10.78646304,5,2.770563748,0,no
14139,OR,86,24,No,19,7,area_code_415,no,no,0,121.4347988,97,20.57708796,111.703592,97,9.562632544,195.2139423,87,8.140561085,12.99084664,3,3.346868636,3,no
14140,MA,52,9,No,1,7,area_code_415,no,no,2,180.19901,111,31.7015027,238.7113526,106,20.22156838,272.6569624,116,12.17686335,7.175790268,4,2.109167192,1,no
14141,OK,129,12,No,10,6,area_code_408,no,no,2,234.7455152,105,39.11946603,173.7653815,125,13.89246284,193.586069,88,8.240099609,12.49411102,8,3.326048845,1,no
14142,RI,148,16,No,7,4,area_code_510,no,no,0,225.2814503,130,36.82467446,234.504604,110,20.53447361,225.9101358,72,10.28811729,6.432354357,5,1.875923301,0,no
14143,MA,112,17,No,7,4,area_code_510,no,yes,24,213.6579369,84,37.98762187,355.584683,103,30.39134707,211.0718485,117,9.717684422,7.506494768,7,2.130384375,3,no
14144,FL,48,10,No,21,6,area_code_415,no,yes,40,197.324063,92,34.02683315,127.7807209,122,11.99143751,110.5889435,71,4.601620264,5.281067285,4,1.471334406,1,no
14145,OK,184,21,No,7,8,area_code_408,no,no,0,174.3434687,83,29.09427811,211.7926521,118,18.19171436,196.7024996,82,8.488241887,10.93452631,2,2.792548782,0,no
14146,MO,84,18,No,2,10,area_code_408,no,no,2,106.8473414,106,19.8173675,154.3771511,88,13.26074782,225.1893711,157,10.46668846,11.54496941,10,3.045700099,0,no
14147,RI,92,20,No,19,9,area_code_415,no,no,2,206.404791,46,34.79511315,215.6984528,112,18.49302055,160.3805984,81,7.459914943,13.9836205,4,3.51288583,1,no
14148,NE,78,10,No,24,1,area_code_415,no,no,1,171.4174296,102,27.42443411,192.0064394,138,16.13856311,221.0365763,89,10.47778561,2.119928236,8,0.752120228,1,no
14149,KY,106,21,No,19,10,area_code_415,no,no,1,123.8049737,78,21.44530249,128.6115161,111,10.79517363,274.2944352,62,11.84463223,13.58434973,6,3.493487952,0,no
14150,OK,178,23,Yes,2,2,area_code_408,no,no,0,207.0534744,107,33.63312034,246.0117803,123,19.95678686,159.4949257,68,7.825530719,17.67313894,4,4.734160093,4,no
14151,ME,122,17,No,19,10,area_code_510,no,no,2,79.52437404,74,12.37780696,154.5385199,133,13.36707231,204.8566998,64,8.975437046,13.74734984,7,3.3784585,3,no
14152,RI,54,13,No,18,6,area_code_408,no,no,2,200.2865652,104,33.90057621,169.9910594,110,14.91965596,85.647228,83,3.583902738,11.44818823,3,3.041043843,2,no
14153,TX,85,11,No,15,10,area_code_415,no,no,2,145.5033293,86,24.09686606,136.409865,92,10.77161329,214.6775637,130,9.419377685,13.52998833,5,3.353635454,1,no
14154,MT,80,23,No,6,7,area_code_415,yes,no,2,180.745478,115,31.53244048,239.5549443,90,20.14089255,208.9339223,117,9.604966718,10.53504245,6,2.704198007,0,no
14155,MS,132,11,No,10,6,area_code_510,no,yes,28,260.8190417,114,43.64181734,220.7239314,127,19.81307493,187.6144943,120,8.387839253,11.34092514,7,3.171790803,3,no
14156,HI,177,21,Yes,2,6,area_code_415,no,no,2,176.4672275,74,31.79055366,150.3165098,88,12.9029045,258.2306379,81,11.97086003,10.86351874,2,2.874276671,0,no
14157,WV,40,24,No,7,7,area_code_408,no,no,1,217.4424384,84,36.03214946,233.3686621,78,19.05010221,292.0890159,71,12.76640858,9.099814252,6,2.582770027,1,no
14158,FL,53,22,No,24,10,area_code_510,no,no,2,241.1915059,88,40.69692738,92.87554909,129,7.789764894,186.9642671,119,8.473101801,9.506268507,6,2.556204578,0,no
14159,AL,40,23,No,8,8,area_code_415,no,yes,28,212.9440098,78,38.48777283,233.7201467,99,20.99891026,202.8904561,113,9.425840508,8.582927333,14,2.339423272,3,no
14160,KS,109,11,Yes,1,2,area_code_415,no,no,2,262.049788,112,41.98172111,104.0259932,104,8.349586,123.2140554,147,5.691078704,9.594304472,5,2.617791954,1,no
14161,MS,127,16,No,11,10,area_code_415,no,yes,28,246.6634201,110,44.53332558,211.0844327,120,17.94139717,205.3299655,70,9.270179621,11.65881498,5,3.180312023,3,no
14162,MN,155,14,NO,3,2,area_code_415,yes,yes,21,244.1847097,116,41.02956112,251.9849982,97,22.19394988,270.611384,86,12.32061929,14.90809509,4,3.871113298,9,yes
14163,NM,86,15,No,18,8,area_code_415,no,no,2,164.6109058,96,28.03366451,222.0417845,101,18.68131404,163.7648375,104,7.435103918,12.51851098,3,3.284026386,1,no
14164,IN,61,19,No,10,7,area_code_415,no,no,0,125.3473296,147,21.15572842,233.4988053,96,19.08687823,115.1335131,73,5.21626531,7.161028894,4,1.708394742,0,no
14165,VA,163,9,No,2,7,area_code_510,no,no,2,88.00362374,91,15.95453224,202.8905105,92,17.13433821,180.9583832,114,8.533204115,11.26215214,6,3.01829426,1,no
14166,AZ,86,16,Yes,2,6,area_code_408,no,yes,25,157.7108013,99,26.23270488,200.7607234,87,17.28314374,158.0545788,134,7.456742888,4.342624267,2,1.306936942,3,no
